Review 
"This property is a time share/hotel. We booked a week. We booked a suite - which had a separate bedroom and pullout couch and a spa bath. Average price $450-740 per night.
Quite a large property with 7 buildings - we were in Building 3. Lots of walking as you can't park near any of the buildings. It rains in Kauai in March - a lot - so make sure you have umbrellas. Great place for families with children - kids pools. No beach access on this property, but you can have access to the St Regis beach - about 10 minutes away. Restaurants on the property are convenient but expensive. Friendly staff, business center. It is located about 10 minutes (driving) from the main shopping area and restaurants in Hanalei so you really need a rental car to get around."
"We had great experience at the Westin Villas. The rooms and surrounding were very clean Airconditioning worked well, and rainshower was nice. Beds and pillows were comfortable Everyone was very friendly and helpful We didn’t have a car the first few days and the shuttle to St Regis for dinners and to the Avis rental was helpful when we needed to rent a car. Wi-Fi worked great in all areas"
"Westin Princeville is a nice property, and the grounds are lovely & well maintained, but it is not located on the beach, nor can you see the water from most of the rooms. The hotel sits high on a cliff. This is a time-share property & if I were an owner, I would not be happy with the lack of views from most of the rooms. We overlooked part golf course & part parking lot in bldg. 6.
Parking is not good. The small lot in b/w 3 bldgs. filled up & had to park & walk a distance away.

The weather was not the best, but during nicer weather, the pools & pool areas were packed. There are several pools, but areas are small. We finally got in the hot tub, & 6 young children ran over & got in....1 was spitting in the water. Hot tub time over. Need adults only pool.

Our room was very nice, but....We were in a villa and they all have connecting doors to the Villa next-door. We could hear people talking loudly and slamming dishes in the kitchen cabinets all hours of the day and night & the washer and dryer going all hours of the day and night. We also had loud elephants above our room stomping as well. I was a little surprised.

The employees were all helpful & very nice. Front desk staff were very polite & professional. The property offers a “tidy room” program where you can skip your room cleaning for the day for 1 free breakfast. I think this was brilliant & more hotels should this. It saves the hotel $$ & they pass that onto the customer. Very smart business. Breakfast was always a challenge as the birds were flocking into the dining area. We only ate breakfast 4x & all the food was awesome! Especially the loco moco. Highly recommend.

There’s not a lot to do @ the hotel since there’s no beach. They give you a pass to go to the St Regis beach 10 minutes away. 
The Westin has an odd vibe....or really lack thereof. If you like to hang out at the pool and not go anywhere, this is the place for you. 
It’s good for families with younger children. I personally could not imagine staying longer than 5 nights @ this property."
"Could not have been happier with our stay. Comfortable rooms, enough space for us all, friendly staff, great amenities, and very clean. The pool was amazing, the villa and grounds were pristine. Just an overall beautiful place. Can't wait to go back."
Our recent stay at the Westin Princeville Ocean Resort Villas was very pleasant. Our villa was lovely...clean and well appointed. The pools were nice and rarely crowded. Parking was not convenient because the closest lot was small and filled up fast. We usually had to park near the resort entrance and hike to our villa. The restaurants were very nice and all the staff were helpful.
"The Westin resort was great...the Fun Team made it AWESOME! A big ""thank you"" to Masa, Dereck and Jillian for playing many games of ping-pong with me. It helped pass the afternoons while my parents were lazy in the shade! - Bryce"
"This is a great place to getaway from the usual chaos of life. Its NOT a beach resort so its not badly overrun by children, teens, and party goers--if you want that vibe try Maui. but you can access the lovely local beaches (try Anini...More"
"We stayed at the Hanalei Bay Resort down the road. We visited here twice. The first time to see the lobby, pool, and eat at the grill. On Sunday the Nanea restaurant only offers brunch. it looked wonderful but for $39 each we weren't hungry...More"
We were given a week long stay at the Westin for our Honey Moon gift from our parents. Upon arriving at the Westin we were blown away by the attention given to us by the staff and the beauty of the resort. Even though the...More
"Quiet resort at the end of the road overlooking the ocean. Several pools, hot tubs, and waterfalls to enjoy. Separate kids pool with some water slide, toys, and turtles to play on. Pool side service is excellent, friendly, and fast. The Nanea Sunday Brunch is...More"
"We had a wonderful dinner here. The menu is very varied and the service is amazing. The restaurant faces the patios and is such a wonderful place to relax, have a drink, and enjoy a sumptuous meal. On our next trip, we will definitely stay...More"
"The staff was very friendly, helpful. The room was clean, plenty of towels. Full size fridge and microwave was convenient. Excellent breakfast buffet. Grounds outstanding. Wish there was desk in room. Air conditioner vent blew directly on bed which made it uncomfortable at times; also...More"
"I don't usually write reviews but my recent stay at the Westin Princeville was the most relaxing memorable vacation I have been on in years! The resort is so comfortable, the staff makes you feel like family and the property is breathtaking. The aloha spirit...More"
You won't have a more memorable or relaxing vacation in a world class resort. Staff is over the top friendly and helpful and the property is lovely. Spotless accommodations with fully appointed amenities. You won't go wrong. I have been staying here three years now...More
"We arrived at the Westin at 5pm after a nice stay on the South Shore, to a very helpful and friendly greeting at both valet and reception. The hotel knew we were celebrating an anniversary and even provided us with a thoughtful amenity and welcome...More"
"We have stayed at this resort a number of times, and there is a reason we keep going back. the staff is great, the grounds are wonderful, and the rooms have everything you need, are very clean, and very comfortable. They have wonderful pools, a...More"
"I have been to Hawaii several times, but this is my first to Kaua'i. The Westin resort was a great find. The property has a great view and the rooms, restaurant, work out room, and multiple pools were the perfect answer to my stressed life....More"
"The property is great - with a huge pool, several hot tubs, pool bar/restaurant. The Westin is within a larger planned community. You also gain access to the beach at the St. Regis, which is a quick shuttle ride away. (You do not gain access...More"
"Beautiful Resort, we were actually scheduled to stay 2 days in Oahu & then 5 days in Lihue and our plans changed so we decided to stay over on the other side of the island for a few days. It was nice to see the...More"
Beautiful resort and friendly staff. Enjoyed the pools and whirlpools close to our suites. Restaurant onsite had delicious food for breakfast and gourmet style dinner. Onsite bar & grill area for lunch drinks and snacks. Lots of shaded areas for lounging.
"We have stayed at the Westin in Princeville for the last four years. The resort and amenities are absolutely amazing. Beautiful setting and wonderful place for our yearly couples getaway. There are plenty of pools, whether you have young children or just want a nice...More"
"Have you gotten one of the ""6 days/5 nights for $800"" type of offer from Westin? It is obviously a timeshare offer, though to Westin's huge credit, they don't require you to sit through a presentation to take the offer unless you want to (though...More"
"We chose the Westin after receiving a discounted offer from Starwood Preferred Group. We'd taken advantage of one of their offers in the past, for a property in Palm Desert, and were hounded by the concierge during our entire stay - after opting out of...More"
"We wet during the soft opening, what a great location and the rooms for our family of four. The second time we stayed longer and the third time we stayed nine nights. Its great to buy food at a local market and bbq in the...More"
This was our first trip to Kauai and stayed in room 6312. It was amazing . We overlooked the ocean and the pool. We would sit outside and watch and listen to the waves. The Bar BQ's were great. They were cleaned by Westin staff...More
My husband and I just returned to Chicago from Kauai. I have to say that this was one of my most favorite trips of all times! The Westin did not disappoint. From the moment we drove up the folks at the Westin took great care...More
"Category 6 resort and well worth it. Amenities, staff, accommodations are exactly what we expected. This was our second stay in a year. We returned because of everything we witnessed last year. We will return again in the future after touring more of the Hawaiian...More"
This is our 2nd time in 5 yrs staying at this resort. It is spectacular. Our room is on a golf course with mountains on one side and the great expanse of the Pacific Ocean on the other. We share a 2 bedroom lockoff and...More
My husband snagged a special deal - vacation ownership preview - as he is an SPG Platinum For Life member. We could not be more impressed. We were contacted a couple of weeks before our arrival by our dedicated concierge Melody and met her our...More
This is a well designed resort. One great feature of this property are the many available gas grills for BBQ. They are cleaned every day and there was never a problem having one available. The lawn are pool areas are lovely. There is a minimal...More
A room that supposed to be ready was not and for our inconvenience they upgraded us from a studio to a 1BR suite...sweet! Either room had a sleeper sofa for the kids which is not ideal. The bathrooms are large and having the washer/dryer combo...More
"I have been to Kauai before but I think this was my favorite stay. I really enjoyed this resort. We did not really take part in the organized activities so cannot comment on them. We had a wonderful ocean view, the room was great and...More"
"My wife and I just spent a week at the Westin in Princeville, HI. We received the timeshare/ownership offer and decided to take a chance. Well, it was an amazing trip all the way around. Everything was great from the staff were all extremely helpful...More"
The grounds were beautiful and never felt crowded. They have several pools with hot tubs. What we enjoyed most was the BBQ grills. There must have been 25 to 30 throughout the resort with plenty of tables. Three nights we BBQ-ed with a view of...More
"We spent 4 nights over Christmas. The hotel was packed and there were very few places to get away from the hustle of families. The location was great on the North Shore, near the river for paddle boarding. The food was very average. They did...More"
I know most hotels are in the business to make money but most that I have stayed in ( as a Flight Attendant I've stayed in a LOT) at least try to make you THINK they care about you as their customer. I felt that...More
"We used Sheraton timeshare points to book a short stay here while we waited to leave the island. We booked a 2 night stay in a studio to have a place to spend the day before our red eye flight home. Checkin was easy, you...More"
We have stayed at this resort and can't wait yo do so again. The staff goes way way overboard and the accommodations ate solid. We like how the resort is able to segregate people so that all visitors needs can be met.
Westin has designed a beautiful property here to relax and enjoy nature. Very quite resort. Not a lot of kids at this resort. There isn't a lot for teenagers to do except for doing their homework or swimming in a pool to relaxing. The property...More
"Having never stayed on Kauai, we didn't know which part of the island we wanted to stay on. Princeville was a great choice and the Westin was the perfect fit for us. This was a trip to celebrate our 10 year anniversary, so no kids....More"
"I had not been in Kauai since my 20's (I am in my 60's now) and my wife had never been. The Westin Princeville, offered us a promotional deal and we decided to give it a go. The deal was for a studio. We stayed...More"
"I have always loved westin hotels I stayed in other places. Not so much for this one. Both the location and view for the hotel are great. My only problem was that upon arrival at night, the young stodgy valet guy told us to park...More"
"The just checked out of the Westin after a 4 night stay. When we checked in, we were offered an upgrade to a one bedroom villa with a partial ocean view and we had enough Starwood points to cover one of the nights. Sweet! They...More"
We truly enjoyed the time we spent at the Westin. Our studio room was comfortable although the kitchenette was small and it was tricky cooking. The BBQ's dotted around the property were great for grilling. We had an ocean view which was very special since...More
I stayed at Westin Princeville villa resorts for 6 nights on my 2nd week in Kauai. The property is well kept and the unit is very clean. I was in the area and decided to stop by @ 12n and I was told that my...More
"This property and rooms are very nice but don't come expecting an ocean view (none of the rooms have them we were told). Ventured over to the st. Regis and walked their beach one day which was beautiful. When I wake up in Hawaii, I...More"
"Have been to Kauii before buy first time here. Staff at front counter very accommodating I wish I could say the same for the concierge, three times we asked two different ladies for information and they seriously couldn't be bothered talking. We swapped rooms as...More"
"I've been to the islands many times & have enjoyed Princeville, when the hotel was simply Princeville Hotel vs. the St. Regis. The views are stunning there, by the way. So, I was surprised to find the Westin also there & decided to give it...More"
"We stayed two nights. Good: nice pool, laundry and kitchenette in unit, good location. Staff was a little too attentive, they kept calling us and it became annoying. Bad: roosters! They start at 3 am! Breakfast was OK, however it felt like we were eating...More"
"This was my second time in Kauai, but it was my first time at the Westin Princeville Villas. Overall, the resort is well maintained with a great location in Princeville overlooking the ocean. Several reviews indicated that service was lacking for those that do not...More"
"We were looking for a low key condo or timeshare, but that had all of the amenities of a 4 star hotel and found it here. The staff was well trained, the studio condo was clean, kitchen well equipped and was nicely decorated. They had...More"
"The Westin Villas offer the best of two worlds, resort amenities with features of a rented home or condo. Spacious, well-appointed villas, excellent housekeeping service, access to outdoor grills for preparing your own feast, or an outstanding restaurant serving well-prepared local favorites. The resort has...More"
"Did not care for how this property operates. Upon our very late night arrival the parking was extremely limited and the only place in front of our building was a handicapped spot to temporarily park while we unloaded our luggage and groceries however, there weren't...More"
"Get an outdoor massage with Ellis and forget your troubles, possibly your own name. Given in the grassy central area of the resort in outside open air tent. No worries about privacy or modesty as Ellis is an expert in making you comfortable. You will...More"
"I have written numerous reviews on Trip Advisor without having any difficulty getting them published. This is the THIRD time I tried to write a review on the Westin, which has been rejected by Trip Advisor. So as a disclosure, to hopefully get this published,...More"
The Weston Princeville Ocean Resort is truly a top notch resort with respect to the rooms and property! We stayed in a two bedroom suite with a timeshare owner which was huge and provided more room that we even needed. I will breakdown the different...More
"We stayed in a resort villa overlooking adult pool area, facing the ocean. Unit was nicely furnished and clean. Large bathroom- tub and separate shower. Washer and dryer in the unit. Lovely landscaping, pools well maintained. Downside no beach at this resort. Also did not...More"
Yes it is a timeshare but it is a nice compact size and wonderful grounds. The room ( a studio) is spacious with a balcony the fits two chairs and a small table. We sat on the balcony a lot to admire the ocean and...More
We stayed at the Westin rather than the St Regis because it was a one bedroom with a washer/dryer. The price difference was not that big. The room itself was a nice size but had no view at all. The patio was not nice at...More
"This is our 3rd time staying in Westin Princeville. We had a ocean view one-bedroom unit, which is spacious and comfortable. I would avoid the studio unit, which is far worse than the one-bedroom. The resort is located at a beautiful spot on the north...More"
We have stayed at the Westin more than 6 times. The property is very clean but the food quality has gone down hill. The daily breakfast buffet is over prices and the food not good. The selection is awful and they recently added an omelet...More
"My husband surprised me a week ago with a trip to Kauai, Hawaii, where we stayed at the beautiful Westin Princeville Ocean Resort Villas. We were lucky to stay in Building 3 with an ocean view. i enjoyed my morning coffee on the patio with...More"
"My boyfriend is a timeshare owner, we decided to stay in a one bedroom suite. It was perfect for a couple, our room had a partia,l but lovely ocean view, on a very quiet side of the property. The beds were extremely comfortable with heavenly...More"
"Our breakfast service was very good. So much so that we sat at his table daily. Prices should include breakfast, parking and maybe daily treats. It brow beats guests to for go housekeeping for breakfast. It was disabled accessible, but at the end of a...More"
"This hotel is wonderful! Spectacular views of the ocean, quiet spacious rooms with balconies and kitchenettes, and extremely friendly and helpful staff. You can purchase fresh seafood at the Dolphin seafood market about 15 minutes away, grill it on the BBQs and eat dinner at...More"
Issue 1: I am writing this as I sit by the pool. Waiting on the server to come back to take my order. It's been 20 minutes at least. The first time I ordered I simply ordered coffee and water. They never brought the water....More
"* It is critically important for anyone contemplating staying at this property understand that the “Westin Princeville Ocean Resorts Villas” is NOT a hotel, but rather, a “time share” facility that does offer rooms to the general public when rooms (“villas”) are not otherwise being...More"
The Villas are very well furnished with and comfortable for occupancy of four. A nicely equipped kitchenette if you wish to cook especially with tempting ingredients from Woolsworth such as lobster tails and fresh water prawns. Washer and dryer cleans so well. Service is good...More
"DO NOT stay at this hotel, it has the worst service we've ever experienced. We arrived here yesterday and the front desk personnel knew that our luggage was delayed and was going to be delivered by the airline. We requested that they call us right...More"
spent over $400 a night to stay here . Anytime asked to staff member question they acted like they were doing me a favor. Never got turn down service. Had requested three times and finally came after 5 PM. I don't think when you're spending...More
The north side of Kauai is the part of the island to go to for a more quiet and sedate vacation. The Westin provides a great setting to have a peaceful time. The view from the Villas' grounds is wonderful. The Villas have no direct...More
"The good: The property is pretty, well decorated, very well maintained, impeccable gardens everywhere, with updated furnishings and very clean. Staff is very friendly and helpful. The greatest benefit is being able to use the beach at St Regis 2 miles away. The not so...More"
"This resort which is an all suite resort has up to date units, featuring laundry and kitchen facilities in each. The property is well maintained and modern with granite countertops in the units and out door grills available for those who wish to BBQ meals....More"
We booked through our grandparents getaway program through RCI for around $800 for a week! Otherwise suggest looking at alternative websites and submit for best rate guarantee at Westin hotel chain company website. We arrived and the property is beautiful and well kept! We stayed...More
"This is a timeshare property. We stayed in a 1 bedroom with a sofa bed in the living and it was the most comfortable sofa bed I ever slept on. The rooms are roomy, updated. Nice kitchen, laundry, big shower with a seat and hand...More"
"We are fortunate to be able to come to Kauai and consider it among our favorite places to visit. One of us joined the water aquatics class (offered 4 days a week: Tues - Friday) and the instructor, Carol, is superb. She really knows how...More"
My wife and I chose the Westin Princeville as our hotel of choice to stay when we got married on Kauai. The accommodations were first rate all around. The views and the amenities will definitely bring us back when we return to the island. If...More
"I'm torn between a 4 and a 5, honestly - this is a really good place to stay, but for a couple of reasons it wasn't quite as excellent as I'm used to for Westin properties. The location, of course, is great. Princeville is conveniently...More"
The Westin Princeville is a class act. The room was large and meet all the promises of vacation ownership. A great view of the golf course and ocean in the distance. The pool was excellent and the service at the restaurant was good. The prices...More
We Purchased a timeshare in Mauai at Ocean Villas and later accepted an invitation to visit Westin Ocean Villas in Kauai. After going to the presentation we decided not to upgrade our ownership and they offered an Explorer Package for a return trip. The flyer...More
"Make sure you get a view a ocean view, it is so quite you can hear the surf all the time. The service was great and they treat you royalty. Watch the cruse ship go by. Just relax There is wild chickens every where and...More"
"Our family stayed at the Princeville Ocean Resort Villas for 5 nights on points. I have Starwood status, but its doesn't count for anything at this resort. Not a bigger room. . .not a better view. . .nothing. We did realize this before coming, but...More"
"Just wrapped up a few days here in advance of Thanksgiving. Very nice - something like a smaller version of the Westin villas in Maui. You are a little isolated with limited dining options so be aware of that. ROOMS - clean and modern, similar...More"
"Recently stay during Thanksgiving week. Fantastic accommodations & location. We we arrived we were immediately advised Thanksgiving dinner was sold out and most local restaurants were as well. We opted for their traditional ""TAKE OUT"" dinner for 2. This is what we recvd. a meager...More"
"We stayed in a studio (2 of us) although there are many configurations... and sizes... Our unit included a kitchenette with microwave, fridge, and stove top... enough for coffee in the a.m, and snacks. On-site restaurant, Nanea, was good. Loved the rainforest shower and Jacuzzi...More"
We stayed here with kids. I think we were one of two or three families with kids. Property and rooms are well maintained. The main restaurant was closed for renovations. Wish we had known that because there weren't many dining options on or walking distance...More
"Great villas, extremely clean and well maintained, lovely pool, grounds, spa, market place, attentive concierges, valets and hospitality room. Separate children's pool was a nice feature. Overall it was quiet and relaxing. On time hourly shuttles to and from the St Regis Hotel. Shuttles carry...More"
"The resort was nice, but the staff refused to let us cancel our last night a week in advance despite having a 72 hour cancellation policy. I enjoyed the stay, but charging me $1000 extra is totally unacceptable. If you can stay somewhere else, I'd...More"
Our experience wasn't what I expected. Coming from Australia I think a 4pm check in is ridiculous to start. When we could finally check in they didn't tell us how to get to our room or where to park. The room and the grounds were...More
We spent 5 nights at the Westin and we enjoyed the hotel very much. The studio apartment was very comfortable and well designed. The bathroom had a large shower and a big tub. The little kitchen was efficient and stocked with nice kitchenware. The washer...More
"We arrived around 4pm in the afternoon which supposed to be about the regular check-in time. There was only 1 lady attending the check-in counter resulting a long line up. Quite a wait for the 2nd counter to open. As a SPG gold member, I...More"
We received a call from Westin a year ago offering us a 5 night stay at their Princeville property. I'm happy we did it. We had accepted a similar deal at the Westin Mauai property and loved it. Bed comfortable (which is my biggest issue...More
"We visited the North shore at the beginning of our vacation and had a great experience at the Westin. Since there is no beach at the Westin, all guests have access to the beach at the St. Regis resort down the street...which was amazing. The...More"
"My husband and I rented a car for our visit to Kauai - it's the only way to get around the island. We wanted to stay in a quiet place, an apartment/self sufficient style place so we could go to local markets and have everything...More"
We are owners at Marriiott Vacation Club on Oahu. We traded into this property just to try something new. I was not disappointed but not super impressed. The rooms are in good shape and well cared for. The staff was very friendly and the place...More
The resort is very beautiful. The villas are spacious. Full kitchen. Rooms on the second or third floor offer a better view. The 700 building have the best views. Hanalei is a fun town with nice restaurants. We enjoyed watching Sunday football at Kalypsos.
"From Sarah and Michelle at the front desk to Natalie (Concierge) to the great ladies at the towel place, who gave us detailed information about the area , from where to get a specially made cake for my wife's birthday and how to enjoy our...More"
"2-3 nights here helped my kids transition from their amazing Hyatt Poipou experience before returning home, and I got to do some hiking! Highly recommend splitting time between Poipu and Princeville hotels. Washer/dryer in the room was terrific, staff very accommodating, room was clean and...More"
"This resort is very good for people who don't like noise. This is located far in the north. Overall very good resort specially for elder people. Staff is also nice, good food and nice pool as well. Spa is a must :)"
"Ocean Resort, don't believe it. Most rooms do not have any view of the Ocean. No access to the beach. The nice areas (Cabanas) by the pools are roped off and have to be rented. Currently at the ""Resort"" until 10/26. As soon as we...More"
Stayed in a 1 bedroom and it was excellent - No complaints. Fast and friendly check-in and more than willing to help with anything to make your stay an excellent experience. We purchased a Westin vacation package for 5 nights and added an extra night...More
"We were given a week here at this location. I believe that it is a time-share, but it also serves as a hotel as well. We met a couple who said they reserved their place through Expedia. The restaurant is really nice and convenient if...More"
This is a large resort on Kauai's north coast. The grounds are nicely maintained. There are three swimming pools: a large two-tiered pool and two smaller pools. Spa tubs are adjacent. A short drive away is the famous Hanalei Bay as well as several other...More
We love Kauai the green and lush island is a place to go and relax. we would go every year to recharge and have down time together. This Westin is always a well kept and peaceful resort just at the end of a road down...More
"This is a beautiful property, perfect for travelers who appreciate an upscale, quiet place to relax and recharge. I have been to Hawaii 9 times in the last decade. This is my favorite place to stay. No need for a strategy to get a chair...More"
"We stayed at the Westin for 2 weeks in September, from Sept 12 to 19, then from the 20th to the 27th 2015 (we spent one night in Waimea in the middle of our vacation). We arrived on the 12th at about 4:30pm and our...More"
"It is interesting that Westin is the high end of Starwood hotels and normally fantastic in customer service and attention to detail but seems like in this location, their regional manager enjoys more being at the pool than checking on service as there is non...More"
"As a resident of Oahu, it is always nice to be able to get away to another island for a stay. We joined my parents from California for a stay at the Westin Villas. I have been here with friends years before, and it is...More"
"At first I was a little apprehensive about booking a hotel roughly 45 minutes from the Lihue airport. But the drive was pleasant, and it was definitely the right choice. While they do not advertise ocean view, many or most rooms have a partial ocean...More"
"We stayed for five nights in September and were thrilled with our choice. While planning, it was a real toss up between the South Shore and Princeville. The North Shore suited us perfectly and the Westin is a great option. Our studio was very comfortable...More"
"We were at the Westin for our wedding anniversary, and it was a great stay. Princeville is a little out of the way if want to visit Waimea Canyon or are going to be doing anything down near Poipu or Lihue, but it is nice...More"
"We had an amazing time at Westin and hope to return again soon! The room was beautiful with an amazing view of the ocean, just past the golf course. Everything was clean and well stocked for our arrival. It was great to have a separate...More"
Excellent location in Princeville plus the ability to use the beach at the St. Regis makes this my favorite Hawaii Westin location. The staff is great and the grounds are simple but accommodating to a taste of old Hawai'i.
"As usual, superb Westin quality. Exceptional room with kitchenette and washer/dryer. Absolutely beautiful location; amazing pool; extremely friendly staff. Judi was exceptional I. Terms of recommending activities and providing maps to all the beaches. Be sure to st by the gift shop - really more...More"
"The minute we arrived we were greeted as if we were honored guest, from Terra the front desk to Chris at the pool bar. We had a one bedroom on the ground floor in building 6 that had a peaceful garden view with a limited...More"
"My GF books all of our hotels when we travel because she appreciates five star lodging while I ""could probably sleep on a banana leaf"" as she puts it. The Westin was the perfect compromise - four star quality - with nothing but positive thoughts...More"
"As a Westin timeshare owner, this was my second time at the Princeville Resort. Very nice condo rooms, comfortably spacious, well appointed (great bathrooms and showers). The pools are great, the location very good if you like being at the north end of the island....More"
"We had a spacious two-bedroom villa with gorgeous ocean views near the bluff pool which also directly overlooks the ocean, one of three pools The whole property is kept immaculate and the service is outstanding. Just ask and ye shall receive. There is also a...More"
This was a rental of a timeshare which has two sizes of units. A smaller studio unit with kitchenette (We stayed in this.) They have a larger unit with a bedroom. They connect if you have a family. Both have a washer and dryer. Smaller...More
"This was the second trip to Kauai and Princeville. Absolutely love the area,and the resort. Close to Hanalei, Kapa'a, and the restaurants and activities there. Beautiful view of the ocean. Pools and the grounds are very well maintained. Restaurant and the bars are welcoming.Sunday brunch...More"
Nothing but positive things to say! Gorgeous ocean bluff views-beautifully maintained grounds featuring multiple pools and barbecue areas- excellent service and minutes away from Hanelei! Oh the rooms- well maintained- well equipped- well furnished and very efficiently designed! A fabulous place to stay for both...More
"Kauai is a pretty chill island. Beautiful, serene and laid back. The property is convenient to everything on the North side and is a pretty easy 40 minute ride from the airport. The entrance to the property is nice and it's laid out well. It's...More"
"If paradise is marked by Palm trees, perfect pools, faultless accommodations and a gracious staff to cater to your every whim, then I doubt you'll find better than this resort. It sits on a bluff overlooking the ocean and consists of several low-end buildings surrounding...More"
"As a first time visitor in Kauai (and first time to stay at a Westin timeshare), I really did not know what to expect. However, I was pleasantly surprised at the resort. There were several pools so there are opportunities to get away from the...More"
"We rented two adjoining rooms, one a studio. Both were excellent. New furnishings, great AC, balconies with a view, luxurious bathrooms, well appointed kitchens. The pools are great, especially the two smaller ones off to the back, one with an ocean view, the other one...More"
We spent 2 weeks in Hawaii. Unfortunately we stayed at the Westin first then we stayed at Disney on Oahu. There was no comparison. Disney was a nightmare - the Westin was a dream. Check in was smooth and efficient at the Westin - at...More
This was the second time we stayed at this hotel. The staff was wonderfully friendly and helpful (they seems to enjoy their jobs!). The hotel offers many conveniences like a small store on the property and very flexible check-in and check-out times (even a hospitality...More
"When we checked in, my wife was talked into a free breakfast if we would give up housekeeping for one night. They forgot to tell us that the coupon was only good for one day and expired. They also forgot to tell us that it...More"
"This hotel has everything. Rooms have kitchenettes fully stocked. Full size refrigerators, dishwashers, stovetop. No oven. They have grills all through out the facility so you can cook indoors or out. I saw some people that pack big Tupperware storage containers full of food and...More"
"The hotel was very nice, clean and service was friendly but a little slow. Restaurant had good food. Decent (and appreciated) happy hour. Definitely more for families than couples. Located right next to the St. Regis (you must check out their champagne happy hour) and...More"
"My husband and I stayed at the Westin for two nights while on Kauai. We wanted to check out the North side of the island before staying in Poipu for eight nights. I assumed this hotel would be top rate considering the price, as well...More"
As owners in Starwood we were give a promotional opportunity to try the Westin. We had heard good things over the years and decided to take advantage as we had never been to Kauai. We upgraded to a 1 bedroom and were very pleased. The...More
"We visited the Westin Princeville as a family, the Resort is very nice and properly maintained but I've seen better Villas built by Westin; my impression is that SVO bought and upgraded an existing property. The location is fabulous but you have to rent a...More"
"We live on the coast of S. CA so visiting HI has never been very compelling as mush of HI reminds us of home. We travel to HI once a year for business, so after many visits to various HI island locations, we discovered Kauai...More"
"I visited the Westin Ocean Villas for two nights with my daughters ages 11 and 9 and my wife. We stayed in a studio, which consisted of a bed and a pullout sofa. The room was fine. Good bed, sofa bed was also ok. Small...More"
"When looking for a place to stay with my family of 4 for our recent trip to Kauai, the important factors for me were: 1. Enough room for a family of 4; 2. Nice amenities; 3. Kitchen; 4. Washer/Dryer; 5. Air Conditioning; and 6. Nice...More"
"We bought a deal that Westin sent us in the mail, and of course it had to do with buying into the timeshare. We got a studio and they tried to upgrade us into another room with a $100 per night upgrade. We stayed in...More"
The villas and property are amazing. The bedrooms are very comfortable and all the amenities you need in a kitchen are included. We barbequed dinner twice and there are plenty of barbeques. We were a party of 11 and were able to eat together on...More
"The grounds: Very well kept with lush plants and flowers, pathways and grass spaces. 4+ pool areas, all shallow-type of around 3-4 feet tops, warm and comfortable to get in whether to escape the sun or take an evening dip, with (1) a reasonably sized...More"
"We stayed here for a week all information can say is it's Hawaii. The pool area was really nice. The food good but pricey. My only complaint is that it is far away from everything, as it is on the north shore, but if you...More"
"This was our first visit to Westin Princeville Ocean Resorts but we’ve stayed at their Maui property multiple times. Westin Princeville is a nice property. Pricey for non-owners but nice to have the condo feel with the mini-kitchen, full frig, washer/dryer. Princeville property is on...More"
I have mixed feelings about this property but most of it is negative. The people who work here are very kind and I can't say enough about the great people we met. I do have to be honest and say we were asked here for...More
As a combination birthday and anniversary present my wife and I went to Kauai with our two daughters (26 and 23). The Westin was the perfect place as we took advantage of adjoining rooms giving us essentially a 2 bedroom apartment. The kitchen was extremely...More
We had a great time at the westin princeville hotel. We got a 1 bedroom villa wich was great when traveling with kids. Having the kitchen was a great thing for a light dinner when tired to go out after a full day of activity....More
"This resort is about 45 minutes away from the Lihue airport. We stayed in a studio unit that had a queen bed, pullout double sofa and we asked for a cot as our teen boys will not share a double bed. The closet was large...More"
"The resort was great. Super pool area, views and accommodations were first class. Short drive to Tunnels beach and Kee Kee beach. All kinds of activites and golf is right next door at Makai ( Pricey but unbelievable views). Off road AT"
"We stayed here in a 2 BR suite with our family of two adults and two teenagers during a hot July week. In general the rooms were decent, although the the air conditioning, although good, was definitely not quiet and cycled on and off noisily...More"
"Everything was clean and well maintained. Our room was a cookie cutter Westin room, with small kitchenette. It was a very quiet time to visit. Scattered around the grounds are groupings of BBQs, so you can do some outdoor cooking. There was a little washer/dryer...More"
This is our second family visit and we enjoyed the resort as much as before. Princeville is in the lush green northern part of Kauai where it will rain much more than Poipu in the south where cactus grows. Despite the rain the first couple...More
My wife and I just got back from Kauai after a week long stay at the Westin Princeville. The downsides to this property are all personal preference that wouldn't justify a lower rating so I have laid out each and you can make a judgment...More
"I am a little suspicious of the negative reviews, one person complaining of ""duck poop"" on the grounds. Really? This is Kauai, I didn't see one duck on the entire island. Plenty of chickens and roosters though. And if you don't like chickens or roosters...More"
"Beautiful, well appointed but expensive especially with the low Canadian dollar compared to the USA dollar (this poor exchange rate resulted in me paying more than $1,000 in the exchange rate) but my two 17 year old sons & I felt that the expensive was...More"
"This is a beautiful property and quiet, nice pools, excellent grills available. The Westin is located on the north coast and high above the ocean. The St. Regis is just down the road and the Westin will shuttle you there. The St. Regis has a...More"
Westin princeville problems - From time after check-in = insane!!! Day 1: rm 6313 bugs in room; splattered Browns spots on bathroom wall & door; dirt & hair in corner of the floor when u close bathroom door and Dirty kitchen. Tattered furniture dining chair...More
"The villas are really beautifully appo9inted, well maintained and spacious. However, if you request a particular location ( as we did) you must be insistent. We had requested Building 6 nine months before when we made the reservation. We repeated the request 3 months before...More"
